"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-16","2018","02","16","","-8.4","","-19.8","","-14.1","","32.1","","0.0","","","M","","M","0.0","","0","T","19","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-17","2018","02","17","","-9.8","","-18.5","","-14.2","","32.2","","0.0","","","M","","M","0.0","","0","T","29","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-18","2018","02","18","","-12.3","","-24.1","","-18.2","","36.2","","0.0","","","M","","M","0.0","","0","T","3","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-19","2018","02","19","","-15.6","","-26.6","","-21.1","","39.1","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-20","2018","02","20","","-12.3","","-17.7","","-15.0","","33.0","","0.0","","","M","","M","0.9","","0","T","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-21","2018","02","21","","-12.1","","-21.2","","-16.7","","34.7","","0.0","","","M","","M","0.0","","1","","18","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-22","2018","02","22","","-9.4","","-20.9","","-15.2","","33.2","","0.0","","","M","","M","0.0","","1","","18","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-23","2018","02","23","","-8.4","","-20.1","","-14.3","","32.3","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-24","2018","02","24","","-6.4","","-15.4","","-10.9","","28.9","","0.0","","","M","","M","0.4","","2","","18","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-25","2018","02","25","","-3.4","","-15.4","","-9.4","","27.4","","0.0","","","M","","M","0.7","","2","","30","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-26","2018","02","26","","-1.8","","-14.2","","-8.0","","26.0","","0.0","","","M","","M","0.0","","3","","18","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-27","2018","02","27","","-3.1","","-16.9","","-10.0","","28.0","","0.0","","","M","","M","0.0","","2","","18","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-02-28","2018","02","28","","0.4","","-10.6","","-5.1","","23.1","","0.0","","","M","","M","0.0","","2","","17","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-01","2018","03","01","","2.8","","-16.4","","-6.8","","24.8","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-02","2018","03","02","","-2.8","","-17.1","","-10.0","","28.0","","0.0","","","M","","M","0.0","","2","","5","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-03","2018","03","03","","4.7","","-13.2","","-4.3","","22.3","","0.0","","","M","","M","0.0","","2","","12","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-04","2018","03","04","","3.9","","0.0","","2.0","","16.0","","0.0","","","M","","M","6.4","","2","","12","","63",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-05","2018","03","05","","1.9","","-6.2","","-2.2","","20.2","","0.0","","","M","","M","8.1","","15","","10","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-06","2018","03","06","","","M","-12.7","E","","M","","M","","M","","M","","M","","M","16","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-07","2018","03","07","","-7.2","","-22.1","","-14.7","","32.7","","0.0","","","M","","M","0.0","","15","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-08","2018","03","08","","-4.8","","-19.0","","-11.9","","29.9","","0.0","","","M","","M","0.0","","15","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-09","2018","03","09","","-4.7","","-23.5","","-14.1","","32.1","","0.0","","","M","","M","0.2","","15","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-10","2018","03","10","","-2.0","","-10.9","","-6.5","","24.5","","0.0","","","M","","M","0.5","","15","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-11","2018","03","11","","-0.4","","-12.9","","-6.7","","24.7","","0.0","","","M","","M","0.2","","16","","29","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-12","2018","03","12","","-3.3","","-16.9","","-10.1","","28.1","","0.0","","","M","","M","0.0","","16","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-13","2018","03","13","","-0.9","","-17.7","","-9.3","","27.3","","0.0","","","M","","M","0.0","","15","","18","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-14","2018","03","14","","-2.5","","-13.5","","-8.0","","26.0","","0.0","","","M","","M","0.0","","13","","3","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-15","2018","03","15","","-3.9","","-16.1","","-10.0","","28.0","","0.0","","","M","","M","0.0","","13","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-16","2018","03","16","","0.2","","-16.9","","-8.4","","26.4","","0.0","","","M","","M","0.0","","13","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-17","2018","03","17","","1.8","","-14.5","","-6.4","","24.4","","0.0","","","M","","M","0.0","","13","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-18","2018","03","18","","1.0","","-2.2","","-0.6","","18.6","","0.0","","","M","","M","0.0","","13","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-19","2018","03","19","","-1.9","","-6.7","","-4.3","","22.3","","0.0","","","M","","M","0.0","","11","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-20","2018","03","20","","-0.1","","-7.5","","-3.8","","21.8","","0.0","","","M","","M","0.6","","11","","20","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-21","2018","03","21","","1.5","","-5.7","","-2.1","","20.1","","0.0","","","M","","M","0.0","","12","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-22","2018","03","22","","2.5","","-4.2","","-0.9","","18.9","","0.0","","","M","","M","0.0","","11","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-23","2018","03","23","","4.6","","-8.6","","-2.0","","20.0","","0.0","","","M","","M","0.0","","9","","12","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-24","2018","03","24","","1.4","","-2.9","","-0.8","","18.8","","0.0","","","M","","M","0.0","","8","","16","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-25","2018","03","25","","1.3","","-1.0","","0.2","","17.8","","0.0","","","M","","M","0.0","","7","","16","","63",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-26","2018","03","26","","2.7","","-3.0","","-0.2","","18.2","","0.0","","","M","","M","0.0","","6","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-27","2018","03","27","","5.4","","-2.5","","1.5","","16.5","","0.0","","","M","","M","0.0","","6","","18","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-28","2018","03","28","","2.3","","-9.5","","-3.6","","21.6","","0.0","","","M","","M","3.7","","1","","29","","61",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-29","2018","03","29","","-7.0","","-16.7","","-11.9","","29.9","","0.0","","","M","","M","0.0","","","","32","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-30","2018","03","30","","-8.9","","-19.3","","-14.1","","32.1","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-03-31","2018","03","31","","-8.2","","-17.2","","-12.7","","30.7","","0.0","","","M","","M","0.0","","0","T","27","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-01","2018","04","01","","-2.7","","-14.7","","-8.7","","26.7","","0.0","","","M","","M","0.0","","0","T","4","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-02","2018","04","02","","-10.6","","-18.7","","-14.7","","32.7","","0.0","","","M","","M","0.0","","0","T","3","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-03","2018","04","03","","-4.1","","-20.5","","-12.3","","30.3","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-04","2018","04","04","","-2.2","","-12.8","","-7.5","","25.5","","0.0","","","M","","M","0.0","","0","T","31","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-05","2018","04","05","","-3.2","","-13.5","","-8.4","","26.4","","0.0","","","M","","M","0.2","","1","","3","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-06","2018","04","06","","-6.5","","-17.4","","-12.0","","30.0","","0.0","","","M","","M","0.0","","1","","31","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-07","2018","04","07","","-4.7","","-15.7","","-10.2","","28.2","","0.0","","","M","","M","0.0","","1","","30","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-08","2018","04","08","","-1.9","","-14.5","","-8.2","","26.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-09","2018","04","09","","2.1","","-13.6","","-5.8","","23.8","","0.0","","","M","","M","0.0","","1","","28","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-10","2018","04","10","","4.2","","-4.2","","0.0","","18.0","","0.0","","","M","","M","0.0","","1","","34","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-11","2018","04","11","","3.2","","-7.1","","-2.0","","20.0","","0.0","","","M","","M","0.3","","1","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-12","2018","04","12","","0.4","","-6.8","","-3.2","","21.2","","0.0","","","M","","M","1.2","","1","","3","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-13","2018","04","13","","-0.9","","-10.4","","-5.7","","23.7","","0.0","","","M","","M","0.0","","0","T","4","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-14","2018","04","14","","3.5","","-9.1","","-2.8","","20.8","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-15","2018","04","15","","6.0","","-6.3","","-0.2","","18.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-16","2018","04","16","","7.6","","-6.3","","0.7","","17.3","","0.0","","","M","","M","0.0","","","","5","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-17","2018","04","17","","12.5","","-3.4","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","10","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-18","2018","04","18","","11.9","","-0.9","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-19","2018","04","19","","14.8","","-2.3","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-20","2018","04","20","","16.3","","0.4","","8.4","","9.6","","0.0","","","M","","M","0.0","","","","18","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-21","2018","04","21","","19.4","","1.2","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","19","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-22","2018","04","22","","18.3","","4.8","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","20","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-23","2018","04","23","","15.4","","-0.3","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","31","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-24","2018","04","24","","11.5","","-5.5","","3.0","","15.0","","0.0","","","M","","M","0.0","","","","34","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-25","2018","04","25","","20.6","","3.2","","11.9","","6.1","","0.0","","","M","","M","0.0","","","","21","","61",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-26","2018","04","26","","16.9","","-1.6","","7.7","","10.3","","0.0","","","M","","M","0.0","","","","28","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-27","2018","04","27","","11.1","","-2.5","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","34","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-28","2018","04","28","","16.7","","-5.3","","5.7","","12.3","","0.0","","","M","","M","0.0","","","","17","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-29","2018","04","29","","23.3","","5.6","","14.5","","3.5","","0.0","","","M","","M","0.0","","","","17","","78",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-04-30","2018","04","30","","16.4","","1.6","","9.0","","9.0","","0.0","","","M","","M","0.0","","","","17","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-01","2018","05","01","","5.7","","1.4","","3.6","","14.4","","0.0","","","M","","M","0.0","","","","34","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-02","2018","05","02","","19.8","","0.0","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","22","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-03","2018","05","03","","21.6","","-1.5","","10.1","","7.9","","0.0","","","M","","M","0.0","","","","27","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-04","2018","05","04","","20.7","","1.3","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","34","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-05","2018","05","05","","18.8","","6.7","","12.8","","5.2","","0.0","","","M","","M","0.0","","","","36","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-06","2018","05","06","","23.6","","7.1","","15.4","","2.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-07","2018","05","07","","31.6","","9.4","","20.5","","0.0","","2.5","","","M","","M","0.0","","","","2","","61",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-08","2018","05","08","","20.7","","7.6","","14.2","","3.8","","0.0","","","M","","M","0.0","","","","6","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-09","2018","05","09","","17.7","","-2.1","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","35","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-10","2018","05","10","","11.2","","-8.5","","1.4","","16.6","","0.0","","","M","","M","0.0","","","","1","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-11","2018","05","11","","15.2","","-4.0","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-12","2018","05","12","","23.0","","0.0","","11.5","","6.5","","0.0","","","M","","M","0.0","","","","22","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-13","2018","05","13","","28.1","","10.7","","19.4","","0.0","","1.4","","","M","","M","0.0","","","","27","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-14","2018","05","14","","","M","1.8","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-15","2018","05","15","","31.3","E","","M","","M","","M","","M","","M","","M","","M","","","30","","76",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-16","2018","05","16","","18.8","","6.7","","12.8","","5.2","","0.0","","","M","","M","0.0","","","","2","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-17","2018","05","17","","15.4","","7.6","","11.5","","6.5","","0.0","","","M","","M","0.9","","","","7","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-18","2018","05","18","","9.4","","2.0","","5.7","","12.3","","0.0","","","","","","6.8","","","","4","","49",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-19","2018","05","19","","20.7","","-1.0","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","33","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-20","2018","05","20","","26.8","","1.4","","14.1","","3.9","","0.0","","","M","","M","0.0","","","","20","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-21","2018","05","21","","27.3","","6.6","","17.0","","1.0","","0.0","","","M","","M","0.0","","","","16","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-22","2018","05","22","","29.3","","11.4","","20.4","","0.0","","2.4","","","M","","M","0.0","","","","18","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-23","2018","05","23","","31.5","","14.3","","22.9","","0.0","","4.9","","","M","","M","0.0","","","","17","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-24","2018","05","24","","32.6","","15.3","","24.0","","0.0","","6.0","","","M","","M","3.5","","","","25","","76",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-25","2018","05","25","","31.7","","13.5","","22.6","","0.0","","4.6","","","M","","M","1.3","","","","31","","61",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-26","2018","05","26","","26.0","","11.8","","18.9","","0.0","","0.9","","","M","","M","0.4","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-27","2018","05","27","","29.2","","13.5","","21.4","","0.0","","3.4","","","M","","M","0.7","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-28","2018","05","28","","27.7","","10.6","","19.2","","0.0","","1.2","","","M","","M","0.0","","","","4","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-29","2018","05","29","","","M","13.8","E","","M","","M","","M","","M","","M","","M","","","27","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-30","2018","05","30","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-05-31","2018","05","31","","","M","15.2","E","","M","","M","","M","","M","","M","","M","","","9","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-06-01","2018","06","01","","16.7","","10.7","","13.7","","4.3","","0.0","","","","","","0.5","","","","9","","55",""
"-97.25","49.92","WINNIPEG A CS","502S001","2018-06-02","2018","06","02","","15.8","","10.8","","13.3","","4.7","","0.0","","","M","","M","3.8","","","","10","","61",""
