"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-01","2015","01","01","","-4.7","","-22.8","","-13.8","","31.8","","0.0","","","M","","M","0.0","","1","","2","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-02","2015","01","02","","-14.1","","-21.8","","-18.0","","36.0","","0.0","","","M","","M","2.0","","1","","3","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-03","2015","01","03","","-19.6","","-31.5","","-25.6","","43.6","","0.0","","","M","","M","0.2","","4","","1","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-04","2015","01","04","","-27.1","","-34.3","","-30.7","","48.7","","0.0","","","M","","M","0.0","","16","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-05","2015","01","05","","-17.4","","-27.5","","-22.5","","40.5","","0.0","","","M","","M","0.0","","15","","29","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-06","2015","01","06","","-17.2","","-26.2","","-21.7","","39.7","","0.0","","","M","","M","0.0","","15","","33","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-07","2015","01","07","","-17.6","","-28.8","","-23.2","","41.2","","0.0","","","M","","M","0.0","","12","","26","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-08","2015","01","08","","-15.0","","-22.0","","-18.5","","36.5","","0.0","","","M","","M","1.1","","12","","32","","69",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-09","2015","01","09","","-17.1","","-21.9","","-19.5","","37.5","","0.0","","","M","","M","0.0","","2","","30","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-10","2015","01","10","","-19.6","","-27.9","","-23.8","","41.8","","0.0","","","M","","M","0.0","","2","","25","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-11","2015","01","11","","-18.4","","-26.4","","-22.4","","40.4","","0.0","","","M","","M","0.0","","2","","2","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-12","2015","01","12","","-21.0","","-31.8","","-26.4","","44.4","","0.0","","","M","","M","0.0","","2","","18","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-13","2015","01","13","","-12.1","","-23.1","","-17.6","","35.6","","0.0","","","M","","M","","M","2","","18","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-14","2015","01","14","","0.1","","-12.2","","-6.1","","24.1","","0.0","","","M","","M","0.7","","2","","18","","48",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-15","2015","01","15","","0.3","","-17.4","","-8.6","","26.6","","0.0","","","M","","M","0.0","","9","","35","","48",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-16","2015","01","16","","-3.9","","-19.1","","-11.5","","29.5","","0.0","","","M","","M","0.0","","9","","18","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-17","2015","01","17","","0.2","","-6.5","","-3.2","","21.2","","0.0","","","M","","M","0.2","","2","","31","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-18","2015","01","18","","-0.1","","-12.5","","-6.3","","24.3","","0.0","","","M","","M","0.0","","5","","1","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-19","2015","01","19","","-3.6","","-11.2","","-7.4","","25.4","","0.0","","","M","","M","0.0","","5","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-20","2015","01","20","","-3.8","","-9.9","","-6.9","","24.9","","0.0","","","M","","M","0.0","","5","","1","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-21","2015","01","21","","-9.8","","-19.0","","-14.4","","32.4","","0.0","","","M","","M","0.0","","5","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-22","2015","01","22","","3.7","","-11.7","","-4.0","","22.0","","0.0","","","M","","M","0.0","","5","","20","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-23","2015","01","23","","3.1","","-1.1","","1.0","","17.0","","0.0","","","M","","M","0.0","","4","","27","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-24","2015","01","24","","-0.3","","-10.8","","-5.6","","23.6","","0.0","","","M","","M","0.0","","2","","3","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-25","2015","01","25","","-1.8","","-11.0","","-6.4","","24.4","","0.0","","","M","","M","0.0","","2","","18","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-26","2015","01","26","","2.1","","-8.5","","-3.2","","21.2","","0.0","","","M","","M","0.0","","2","","32","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-27","2015","01","27","","-0.5","","-7.9","","-4.2","","22.2","","0.0","","","M","","M","0.0","","2","","18","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-28","2015","01","28","","-0.6","","-9.8","","-5.2","","23.2","","0.0","","","M","","M","0.2","","1","","33","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-29","2015","01","29","","-9.8","","-21.1","","-15.5","","33.5","","0.0","","","M","","M","0.0","","2","","33","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-30","2015","01","30","","-7.6","","-16.7","","-12.2","","30.2","","0.0","","","M","","M","0.0","","2","","1","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-01-31","2015","01","31","","-13.9","","-27.4","","-20.7","","38.7","","0.0","","","M","","M","0.2","","2","","1","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-01","2015","02","01","","-19.5","","-29.4","","-24.5","","42.5","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-02","2015","02","02","","-13.2","","-19.6","","-16.4","","34.4","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-03","2015","02","03","","-11.3","","-22.7","","-17.0","","35.0","","0.0","","","M","","M","0.0","","2","","34","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-04","2015","02","04","","-18.2","","-25.4","","-21.8","","39.8","","0.0","","","M","","M","0.0","","2","","20","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-05","2015","02","05","","-7.4","","-18.9","","-13.2","","31.2","","0.0","","","M","","M","0.0","","2","","19","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-06","2015","02","06","","-13.4","","-18.3","","-15.9","","33.9","","0.0","","","M","","M","1.3","","4","","7","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-07","2015","02","07","","-10.6","","-15.4","","-13.0","","31.0","","0.0","","","M","","M","1.4","","8","","11","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-08","2015","02","08","","-15.3","","-23.1","","-19.2","","37.2","","0.0","","","M","","M","0.0","","8","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-09","2015","02","09","","-12.9","","-19.9","","-16.4","","34.4","","0.0","","","M","","M","0.0","","7","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-10","2015","02","10","","-5.1","","-16.5","","-10.8","","28.8","","0.0","","","M","","M","4.4","","6","","32","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-11","2015","02","11","","-16.5","","-28.0","","-22.3","","40.3","","0.0","","","M","","M","","M","9","","33","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-12","2015","02","12","","-14.4","","-29.9","","-22.2","","40.2","","0.0","","","M","","M","0.0","","8","","19","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-13","2015","02","13","","-12.1","","-23.0","","-17.6","","35.6","","0.0","","","M","","M","0.0","","7","","35","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-14","2015","02","14","","-21.6","","-28.8","","-25.2","","43.2","","0.0","","","M","","M","0.2","","","","36","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-15","2015","02","15","","-14.3","","-21.7","","-18.0","","36.0","","0.0","","","M","","M","0.2","","","","18","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-16","2015","02","16","","-12.9","","-25.9","","-19.4","","37.4","","0.0","","","M","","M","0.0","","","","32","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-17","2015","02","17","","-18.7","","-30.1","","-24.4","","42.4","","0.0","","","M","","M","0.2","","","","34","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-18","2015","02","18","","-22.5","","-32.1","","-27.3","","45.3","","0.0","","","M","","M","0.2","","7","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-19","2015","02","19","","-13.6","","-30.3","","-22.0","","40.0","","0.0","","","M","","M","0.0","","7","","18","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-20","2015","02","20","","-10.8","","-21.0","","-15.9","","33.9","","0.0","","","M","","M","0.4","","","","17","","48",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-21","2015","02","21","","-20.3","","-30.0","","-25.2","","43.2","","0.0","","","M","","M","0.0","","","","31","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-22","2015","02","22","","-22.5","","-33.5","","-28.0","","46.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-23","2015","02","23","","-3.1","","-24.9","","-14.0","","32.0","","0.0","","","M","","M","0.2","","","","20","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-24","2015","02","24","","-3.3","","-20.0","","-11.7","","29.7","","0.0","","","M","","M","0.2","","","","34","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-25","2015","02","25","","-17.9","","-26.8","","-22.4","","40.4","","0.0","","","M","","M","0.0","","","","31","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-26","2015","02","26","","-14.6","","-29.9","","-22.3","","40.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-27","2015","02","27","","-9.9","","-24.8","","-17.4","","35.4","","0.0","","","M","","M","0.0","","","","22","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-02-28","2015","02","28","","-8.8","","-18.6","","-13.7","","31.7","","0.0","","","M","","M","0.0","","","","18","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-01","2015","03","01","","-7.2","","-19.5","","-13.4","","31.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-02","2015","03","02","","-4.7","","-21.1","","-12.9","","30.9","","0.0","","","M","","M","0.0","","6","","16","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-03","2015","03","03","","-5.4","","-26.0","","-15.7","","33.7","","0.0","","","M","","M","0.0","","10","","33","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-04","2015","03","04","","-19.1","","-26.4","","-22.8","","40.8","","0.0","","","M","","M","0.0","","","","32","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-05","2015","03","05","","-6.2","","-24.8","","-15.5","","33.5","","0.0","","","M","","M","0.0","","","","19","","48",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-06","2015","03","06","","0.8","","-16.5","","-7.9","","25.9","","0.0","","","M","","M","0.0","","","","19","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-07","2015","03","07","","-1.3","","-15.3","","-8.3","","26.3","","0.0","","","M","","M","0.8","","","","1","","48",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-08","2015","03","08","","3.0","","-12.5","","-4.8","","22.8","","0.0","","","M","","M","0.0","","6","","25","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-09","2015","03","09","","7.0","","-10.3","","-1.7","","19.7","","0.0","","","M","","M","0.0","","","","19","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-10","2015","03","10","","6.7","","-0.2","","3.3","","14.7","","0.0","","","M","","M","0.0","","6","","33","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-11","2015","03","11","","3.9","","-4.0","","-0.1","","18.1","","0.0","","","M","","M","0.0","","","","11","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-12","2015","03","12","","8.9","","0.6","","4.8","","13.2","","0.0","","","M","","M","0.0","","1","","11","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-13","2015","03","13","","7.7","","0.0","","3.9","","14.1","","0.0","","","M","","M","1.3","","1","","31","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-14","2015","03","14","","13.2","","-2.9","","5.2","","12.8","","0.0","","","M","","M","0.0","","1","","19","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-15","2015","03","15","","14.3","","2.8","","8.6","","9.4","","0.0","","","M","","M","0.0","","1","","29","","61",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-16","2015","03","16","","3.1","","-5.9","","-1.4","","19.4","","0.0","","","M","","M","0.0","","1","","36","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-17","2015","03","17","","5.5","","-7.5","","-1.0","","19.0","","0.0","","","M","","M","0.0","","2","","29","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-18","2015","03","18","","8.4","","-7.3","","0.6","","17.4","","0.0","","","M","","M","0.0","","2","","21","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-19","2015","03","19","","8.4","","-1.3","","3.6","","14.4","","0.0","","","M","","M","0.0","","2","","1","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-20","2015","03","20","","-0.3","","-13.1","","-6.7","","24.7","","0.0","","","M","","M","0.0","","1","","36","","48",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-21","2015","03","21","","-3.0","","-15.1","","-9.1","","27.1","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-22","2015","03","22","","1.8","","-9.5","","-3.9","","21.9","","0.0","","","M","","M","0.0","","1","","12","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-23","2015","03","23","","0.4","","-2.9","","-1.3","","19.3","","0.0","","","M","","M","2.4","","4","","18","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-24","2015","03","24","","2.6","","0.1","","1.4","","16.6","","0.0","","","M","","M","5.5","","3","","18","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2015-03-25","2015","03","25","","0.8","","-5.3","","-2.3","","20.3","","0.0","","","M","","M","3.0","","5","","33","","67",""
